,Ticker,Trade Date,Company,Lead/Joint-Lead Mangers,Offer Price,Opening Price,1st Day Close,1st Day Percent Change,Change Opening,Change Close,Star Ratings,Year,Underpriced
2991,PRNB,2018-09-14,Principia Biopharma ,"['BofA Merrill Lynch', 'Leerink Partners', 'Wells Fargo Securities']",17.0,25.66,32.65,0.92058825,8.66,15.65,3,2018,False
2992,QTT,2018-09-14,Qutoutiao,"['Citigroup', 'Deutsche Bank  Securities']",7.0,9.1,15.97,1.2814286,2.1,8.97,1,2018,False
2993,XYF,2018-09-19,X Financial ,"['Deutsche Bank Securities', 'Morgan Stanley']",9.5,15.0,11.97,0.26,5.5,2.47,1,2018,False
2994,BSVN,2018-09-20,Bank7 ,"['Keefe, Bruyette & Woods (A Stifel Company)', 'Stephens']",19.0,20.0,19.09,0.004736842,1.0,0.09,2,2018,False
2995,ELAN,2018-09-20,Elanco Animal Health ,"['Goldman Sachs', 'J.P. Morgan', 'Morgan Stanley']",24.0,32.25,36.0,0.5,8.25,12.0,3,2018,False
2996,EB,2018-09-20,Eventbrite ,"['Goldman Sachs', 'J.P. Morgan', 'Allen & Company', 'RBC Capital Markets']",23.0,36.0,36.5,0.5869565,13.0,13.5,3,2018,False
2997,FTCH,2018-09-21,Farfetch ,"['Goldman Sachs', 'J.P. Morgan', 'Allen & Company', 'UBS Investment Bank']",20.0,27.0,28.45,0.4225,7.0,8.45,3,2018,False
2998,YMAB,2018-09-21,Y-mAbs Therapeutics ,"['BofA Merrill Lynch', 'Cowen', 'Canaccord Genuity']",16.0,26.5,24.0,0.5,10.5,8.0,2,2018,False
2999,VIOT,2018-09-25,Viomi Technology ,"['Morgan Stanley', 'CICC']",9.0,9.5,9.08,0.008888889,0.5,0.08,1,2018,False
3000,ARCE,2018-09-26,Arco Platform ,"['Goldman Sachs', 'Morgan Stanley', 'Itaú BBA', 'BofA Merrill Lynch']",17.5,24.5,23.5,0.34285715,7.0,6.0,2,2018,False
3001,CBNK,2018-09-26,Capital Bancorp ,"['Keefe, Bruyette & Woods (A Stifel Company)', 'Stephens']",12.5,13.0,12.8,0.024,0.5,0.3,2,2018,False
3002,ETTX,2018-09-26,Entasis Therapeutics Holding ,"['Credit Suisse', 'BMO Capital Markets']",15.0,13.45,10.66,-0.28933334,-1.55,-4.34,2,2018,True
3003,SVMK,2018-09-26,SVMK (SurveyMonkey),"['J.P. Morgan', 'Allen & Company', 'BofA Merrill Lynch']",12.0,18.75,17.24,0.43666667,6.75,5.24,3,2018,False
3004,,,,,,,,,,,,2018,False
3005,,,,,,,,,,,,2018,False
3006,VIOT,2018-09-26,Viomi Technology ,"['Morgan Stanley', 'CICC']",9.0,9.5,9.05,0.0055555557,0.5,0.05,1,2018,False
3007,ARVN,2018-09-27,Arvinas ,"['Goldman Sachs', 'Citigroup', 'Piper Jaffray']",16.0,21.0,16.05,0.003125,5.0,0.05,2,2018,False
3008,LAIX,2018-09-27,LAIX ,"['Morgan Stanley', 'Goldman Sachs (Asia)']",12.5,16.0,12.62,0.0096,3.5,0.12,2,2018,False
3009,REMED,2018-09-27,Ra Medical ,"['Piper Jaffray', 'Cantor']",17.0,21.5,20.0,0.1764706,4.5,3.0,2,2018,False
3010,STRO,2018-09-27,Sutro Biopharma ,"['Cowen', 'Piper Jaffray']",15.0,15.12,15.2,0.013333334,0.12,0.2,3,2018,False
3011,UROV,2018-09-27,Urovant Sciences ,"['J.P. Morgan', 'Jefferies', 'Cowen']",14.0,10.5,11.65,-0.16785714,-3.5,-2.35,2,2018,True
3012,CTK,2018-09-28,CooTek ,"['Credit Suisse', 'BofA Merrill Lych', 'Citigroup']",12.0,11.5,9.44,-0.21333334,-0.5,-2.56,2,2018,True
3013,GRTS,2018-09-28,Gritstone Oncology,"['Goldman Sachs', 'Cowen', 'Barclays']",15.0,15.2,14.24,-0.050666668,0.2,-0.76,2,2018,True
3014,UPWK,2018-10-03,Upwork ,"['Citigroup', 'Jefferies', 'RBC Capital Markets']",15.0,23.0,21.18,0.412,8.0,6.18,3,2018,False
3015,GH,2018-10-04,Guardant Health ,"['J.P. Morgan', 'BofA Merrill Lynch']",19.0,27.75,32.2,0.69473684,8.75,13.2,3,2018,False
3016,KOD,2018-10-04,Kodiak Sciences ,"['Morgan Stanley', 'BofA Merrill Lynch']",10.0,10.0,10.16,0.016,0.0,0.16,1,2018,False
3017,ARYAU,2018-10-05,ARYA Sciences Acquisition ,['Jefferies'],10.0,10.16,10.17,0.017,0.16,0.17,1,2018,False
3018,CTACU,2018-10-05,ChaSerg Technology Acquisition ,['Cantor'],10.0,10.04,10.04,0.004,0.04,0.04,1,2018,False
3019,CCH.U,2018-10-05,Collier Creek Holdings ,"['Citigroup', 'Credit Suisse', 'BofA Merrill Lynch\u200b']",10.0,10.18,10.15,0.015,0.18,0.15,1,2018,False
3020,EDTXU,2018-10-05,EdtechX Holdings Acquisition ,"['Chardan', 'I-Bankers']",10.0,10.03,10.03,0.003,0.03,0.03,1,2018,False
3021,ESTC,2018-10-05,Elastic N.V. ,"['Goldman Sachs', 'J.P. Morgan', 'Barclays', ' RBC Capital Markets']",36.0,70.0,70.0,0.9444444,34.0,34.0,3,2018,False
3022,ALLO,2018-10-11,Allogene Therapeutics ,"['Goldman Sachs', 'J.P. Morgan', 'Cowen', 'Jefferies']",18.0,22.0,25.0,0.3888889,4.0,7.0,3,2018,False
3023,LTHM,2018-10-11,Livent ,"['BofA Merrill Lynch', 'Goldman Sach', 'Credit Suisse']",17.0,16.25,16.97,-0.0017647059,-0.75,-0.03,1,2018,True
3024,PLAN,2018-10-12,Anaplan ,"['Goldman Sachs', 'Morgan Stanley', 'Barclays']",17.0,24.25,24.3,0.42941177,7.25,7.3,3,2018,False
3025,DDMXU,2018-10-12,DD3 Acquisition ,['EarlyBirdCapital'],10.0,10.02,10.01,0.001,0.02,0.01,1,2018,False
3026,EQ,2018-10-12,Equillium ,"['Jefferies', 'Leerink Partners', 'Stifel']",14.0,14.25,14.0,0.0,0.25,0.0,2,2018,False
3027,GRAF.U,2018-10-16,Graf Industrial ,"['EarlyBirdCapital', 'Oppenheimer']",10.0,10.01,10.0,0.0,0.01,0.0,1,2018,False
3028,SIBN,2018-10-17,SI-BONE ,"['Morgan Stanley', 'BofA Merrill Lynch']",15.0,21.0,20.06,0.33733332,6.0,5.06,2,2018,False
3029,OSMT,2018-10-18,Osmotica Pharmaceuticals plc (OSMT),"['Jefferies', 'Barclays', 'RBC Capital Markets']",7.0,9.0,8.15,0.16428572,2.0,1.15,1,2018,False
3030,PHAS,2018-10-18,PhaseBio Pharmaceuticals,"['Citigroup', 'Cowen', 'Stifel']",5.0,5.0,5.0,0.0,0.0,0.0,1,2018,False
3031,MSC,2018-10-18,Studio City International Holdings ,"['Deutsche Bank Securities', 'Credit Suisse', 'Morgan Stanley']",12.5,16.5,15.5,0.24,4.0,3.0,1,2018,False
3032,LOGC,2018-10-19,LogicBio Therapeutics ,"['Jefferies', 'Barclays', 'William Blair']",10.0,10.71,11.5,0.15,0.71,1.5,1,2018,False
3033,NIU,2018-10-19,Niu Technologies ,"['Credit Suisse', 'Citigroup']",9.0,8.5,8.65,-0.03888889,-0.5,-0.35,1,2018,True
3034,SWI,2018-10-19,SolarWinds ,"['Goldman Sachs', 'J.P. Morgan', 'Morgan Stanley', 'Credit Suisse']",15.0,15.3,15.03,0.002,0.3,0.03,1,2018,False
3035,ALACU,2018-10-24,Alberton Acquisition ,['Chardan'],10.0,10.03,10.0,0.0,0.03,0.0,1,2018,False
3036,PT,2018-10-25,Pintec Technology Holdings ,"['Goldman Sachs (Asia)', 'Deutsche Bank Securities', 'Citigroup']",11.88,14.35,12.49,0.0513468,2.47,0.61,N/C,2018,False
3037,STNE,2018-10-25,StoneCo Ltd. ,"['Goldman Sachs', 'J.P. Morgan', 'Citigroup']",24.0,32.0,31.35,0.30625,8.0,7.35,3,2018,False
3038,YETI,2018-10-25,YETI Holdings ,"['BofA Merrill Lynch', 'Morgan Stanley', 'Jefferies']",18.0,16.75,17.0,-0.055555556,-1.25,-1.0,1,2018,True
3039,GMDA,2018-10-26,Gamida Cell Ltd. ,"['BMO Capital Markets', 'RBC Capital Markets']",8.0,8.3,8.44,0.055,0.3,0.44,1,2018,False
3040,AXNX,2018-10-31,Axonics Modulation Technologies ,"['BofA Merrill Lynch', 'Morgan Stanley']",15.0,16.05,14.98,-0.0013333333,1.05,-0.02,2,2018,True
3041,ORTX,2018-10-31,Orchard Rx ,"['J.P. Morgan', 'Goldman Sachs', 'Cowen']",14.0,17.0,14.0,0.0,3.0,0.0,1,2018,False
3042,TWST,2018-10-31,Twist Bioscience,"['J.P. Morgan', 'Cowen']",14.0,13.0,14.0,0.0,-1.0,0.0,2,2018,False
3043,CNF,2018-11-07,CNFinance Holdings ,"['Roth Capital Partners', 'Shenwan Hogyuan ']",7.5,7.61,7.6,0.013333334,0.11,0.1,2,2018,False
3044,TBLTU,2018-11-09,ToughBuilt Industries ,"['Maxim Group', 'Joseph Gunnar']",5.0,4.9,4.82,-0.036,-0.1,-0.18,1,2018,True
3045,ETON,2018-11-13,Eton Pharmaceutical ,['National Securities'],6.0,6.39,6.25,0.041666668,0.39,0.25,1,2018,False
3046,VAPO,2018-11-14,Vapotherm ,"['BofA Merrill Lynch', 'William Blair']",14.0,15.5,16.0,0.14285715,1.5,2.0,1,2018,False
3047,BCSF,2018-11-15,Bain Capital Specialty Finance ,"['BofA Merrill Lynch', 'Goldman Sachs', 'Morgan Stanley', 'Citigroup', 'Credit Suisse', 'Keefe, Bruyette & Woods (A Stifel Company)', 'Wells Fargo Securities']",20.25,18.0,18.0,-0.11111111,-2.25,-2.25,1,2018,True
3048,WEI,2018-11-15,Weidai Ltd. ,"['Morgan Stanley', 'Credit Suisse/\u200b Citigroup']",10.0,10.5,10.25,0.025,0.5,0.25,1,2018,False
3049,AMCIU,2018-11-16,AMCI Acquisition ,['Jefferies'],10.0,10.0,10.0,0.0,0.0,0.0,1,2018,False
3050,BWMCU,2018-11-16,Boxwood Merger ,"['BofA Merrill Lynch', 'Morgan Stanley', 'Macquarie Capital']",10.0,10.0,10.0,0.0,0.0,0.0,1,2018,False
3051,FTACU,2018-11-16,Fintech Acquisition Corp. III ,['Cantor'],10.0,10.06,10.04,0.004,0.06,0.04,1,2018,False
3052,TC,2018-11-20,TuanChe Limited  ,"['Maxim Group', 'AMTD Tiger']",7.8,7.5,7.83,0.0038461538,-0.3,0.03,1,2018,False
3053,MDRR,2018-11-28,Medalist Diversified REIT ,['Maxim Group LLC'],10.0,9.5,9.4,-0.06,-0.5,-0.6,1,2018,True
3054,MOGU,2018-12-06,MOGU ,"['Morgan Stanley', 'Credit Suisse', 'China Renaissance Securities']",14.0,12.0,14.0,0.0,-2.0,0.0,1,2018,False
3055,MRNA,2018-12-07,Moderna ,"['Morgan Stanley', 'Goldman Sachs', 'J.P. Morgan']",23.0,22.0,18.6,-0.19130434,-1.0,-4.4,3,2018,True
3056,THOR,2018-12-07,Synthorx ,"['Jefferies', 'Leerink Partners', 'Evercore ISI']",11.0,15.4,12.61,0.14636363,4.4,1.61,1,2018,False
3057,SAMAU,2018-12-11,Schultze Special Purpose Acquisition ,"['EarlyBirdCapital', 'BTIG']",10.0,10.0,9.95,-0.005,0.0,-0.05,1,2018,True
3058,TME,2018-12-12,Tencent Music Entertainment Group (TME),"['Morgan Stanley', 'Goldman Sachs (Asia)', 'J.P. Morgan', 'Deutsche Bank Securities', 'BofA Merrill Lynch']",13.0,14.1,14.0,0.07692308,1.1,1.0,1,2018,False
3059,CFFAU,2018-12-13,CF Finance Acquisition ,['Cantor'],10.0,10.0,10.0,0.0,0.0,0.0,1,2018,False
3060,QFIN,2018-12-14,360 Finance ,['Citigroup/Haitong International/AMTD'],16.5,16.81,16.5,0.0,0.31,0.0,1,2018,False
3061,CHACU,2018-12-14,Chardan Healthcare Acquisition ,['Chardan'],10.0,10.0,10.0,0.0,0.0,0.0,1,2018,False
3062,LEGH,2018-12-14,Legacy Housing ,"['B. Riley FBR', 'Oak Ridge Financial', 'National Securities']",12.0,12.11,12.03,0.0025,0.11,0.03,2,2018,False
3063,MTC,2019-01-08,MMTEC ,['WestPark Capital'],4.0,5.91,7.55,0.8875,1.91,3.55,N/C,2019,False
3064,ANDAU,2019-01-29,Andina Acquisition Corp. III ,"['Cowen', 'Craig-Hallum Capital Group']",10.0,10.0,10.01,0.001,0.0,0.01,1,2019,False
3065,NRGX,2019-01-30,PIMCO Energy & Tactical Credit Opportunities Fund,"['UBS Investment Bank', 'BofA Merrill Lynch', 'Morgan Stanley', 'Wells Fargo Securities', 'RBC Capital Markets', 'Stifel']",20.0,20.0,20.2,0.01,0.0,0.2,1,2019,False
3066,NFE,2019-01-31,New Fortress Energy ,"['Morgan Stanley', 'Barclays']",14.0,13.25,13.07,-0.06642857,-0.75,-0.93,1,2019,True
3067,PVT.U,2019-01-31,Pivotal Acquisition ,['Cantor'],10.0,10.05,10.1,0.01,0.05,0.1,1,2019,False
3068,GMHIU,2019-02-01,Gores Metropoulos,"['Deutsche Bank Securities', 'Credit Suisse', 'Goldman Sachs']",10.0,10.14,10.12,0.012,0.14,0.12,1,2019,False
3069,HHHHU,2019-02-06,Wealthbridge Acquisition ,['Chardan'],10.0,10.01,10.01,0.001,0.01,0.01,1,2019,False
3070,ALEC,2019-02-07,Alector  ,"['Morgan Stanley', 'BofA Merrill Lynch', 'Cowen', 'Barclays']",19.0,18.7,18.0,-0.05263158,-0.3,-1.0,2,2019,True
3071,MNCLU,2019-02-07,Monocle Acquisition ,"['Cowen', 'Chardan']",10.0,10.0,10.01,0.001,0.0,0.01,1,2019,False
3072,GOSS,2019-02-08,Gossamer Bio ,"['BofA Merrill Lynch', 'Leerink Partners', 'Barclays', 'Evercore ISI']",16.0,19.0,17.94,0.12125,3.0,1.94,2,2019,False
3073,HARP,2019-02-08,Harpoon Therapeutics ,"['Citigroup', 'Leerink Partners']",14.0,14.0,13.5,-0.035714287,0.0,-0.5,1,2019,True
3074,RMG.U,2019-02-08,RMG Acquisition ,['Deutsche Bank Securities'],10.0,10.01,10.0,0.0,0.01,0.0,1,2019,False
3075,IMAC/IMACW,2019-02-13,IMAC Holdings ,"['Dawson James Securities', 'Cuttone']",5.0,3.91,4.18,-0.164,-1.09,-0.82,N/C,2019,True
3076,AVDR,2019-02-14,Avedro ,"['BofA Merrill Lynch', 'J.P. Morgan']",14.0,11.6,12.29,-0.12214286,-2.4,-1.71,2,2019,True
3077,TCRR,2019-02-24,TCR2 Therapeutic ,"['Jefferies', 'Leerink Partners', 'BMO Capital Markets']",15.0,15.15,15.07,0.0046666665,0.15,0.07,1,2019,False
3078,HOTH,2019-02-15,Hoth Therapeutics ,['Laidlaw & Company (UK) Ltd.'],5.6,6.9,8.53,0.5232143,1.3,2.93,1,2019,False
3079,MITO,2019-02-15,Stealth BioTherapeutics ,"['Jefferies', 'Evercore ISI', 'BMO Capital Markets']",12.0,12.1,11.9,-0.008333334,0.1,-0.1,1,2019,True
3080,ACAMU,2019-02-22,Acamar Partners Acquisition,"['Goldman Sachs', 'Deutsche Bank Securities']",10.0,10.02,10.0,0.0,0.02,0.0,N/C,2019,False
3081,SLGG,2019-02-26,Super League Gaming ,"['Northland Capital', 'Markets Lake Street']",11.0,11.0,8.5,-0.22727273,0.0,-2.5,1,2019,True
3082,DPHCU,2019-02-28,DiamondPeak Holdings ,['Deutsche Bank Securities'],10.0,10.0,10.0,0.0,0.0,0.0,1,2019,False
3083,KLDO,2019-02-28,Kaleido Biosciences ,"['Goldman Sachs', 'J.P. Morgan', 'Morgan Stanley']",15.0,12.8,14.23,-0.051333334,-2.2,-0.77,1,2019,True
3084,SHLLU,2019-02-28,Tortoise Acquisition ,"['Barclays', 'Goldman Sachs', 'UBS Investment Bank']",10.0,10.02,10.0,0.0,0.02,0.0,1,2019,False
3085,HCACU,2019-03-01,Hennessy Capital Acquisition ,"['Nomura', 'Stifel']",10.0,10.0,10.02,0.002,0.0,0.02,1,2019,False
3086,THCBU,2019-03-05,Tuscan Holdings ,['EarlyBirdCapital'],10.0,10.1,10.13,0.013,0.1,0.13,1,2019,False
3087,SWAV,2019-03-07,ShockWave Medical ,"['Morgan Stanley', 'BofA Merrill Lynch']",17.0,24.8,30.5,0.7941176,7.8,13.5,2,2019,False
3088,CRSAU,2019-03-08,Crescent Acquisition,"['Credit Suisse', 'BofA Merrill Lynch']",10.0,10.0,10.0,0.0,0.0,0.0,1,2019,False
3089,FUTU,2019-03-08,Futu Holdings Limited ,"['Goldman Sachs (Asia)', 'UBS Investment Bank', 'Credit Suisse']",12.0,14.76,15.32,0.27666667,2.76,3.32,2,2019,False
3090,TRNEU,2019-03-14,Trine Acquisition,"['BTIG', 'Cantor']",10.0,10.0,10.0,0.0,0.0,0.0,1,2019,False
3091,INSUU,2019-03-20,Insurance Acquisition ,['Cantor'],10.0,10.1,10.1,0.01,0.1,0.1,1,2019,False
3092,TIGR,2019-03-20,UP Fintech Holding Limited ,"['Citigroup', 'Deutsche Bank Securities']",8.0,8.1,10.92,0.365,0.1,2.92,2,2019,False
3093,LEVI,2019-03-21,Levi Strauss  ,"['Goldman Sachs', 'J.P. Morgan']",17.0,22.22,22.41,0.3182353,5.22,5.41,3,2019,False
3094,JFKKU,2019-03-25,8i Enterprises Acquisition ,['Chardan'],10.0,10.05,10.03,0.003,0.05,0.03,1,2019,False
3095,DTIL,2019-03-28,Precision BioSciences ,"['J.P. Morgan', 'Goldman Sachs', 'Jefferies', 'Barclays']",16.0,18.0,17.44,0.09,2.0,1.44,2,2019,False
3096,LYFT,2019-03-29,Lyft ,"['J.P. Morgan', 'Credit Suisse', 'Jefferies']",72.0,87.24,78.29,0.08736111,15.24,6.29,3,2019,False
3097,PBTS,2019-04-02,Powerbridge Technologies ,"['Maxim Group', 'The Benchmark Company']",5.0,5.5,5.21,0.042,0.5,0.21,N/C,2019,False
3098,RUHN,2019-04-03,Ruhnn Holding ,"['Citigroup', 'UBS Investment Bank']",12.5,12.5,7.85,-0.372,0.0,-4.65,1,2019,True
3099,NGM,2019-04-04,NGM Biopharmaceuticals ,"['Goldman Sachs', 'Citigroup', 'Cowen']",16.0,15.0,14.7,-0.08125,-1.0,-1.3,3,2019,True
3100,RPLA.U,2019-04-04,Replay Acquisition ,"['Credit Suisse', 'BofA Merrill Lynch']",10.0,10.0,10.05,0.005,0.0,0.05,1,2019,False
3101,SILK,2019-04-04,Silk Road Medical,"['J.P. Morgan', 'BofA Merrill Lynch']",20.0,33.15,36.18,0.809,13.15,16.18,3,2019,False
3102,TW,2019-04-04,Tradeweb Markets ,"['J.P. Morgan', 'Citigroup', 'Goldman Sachs', 'Morgan Stanley\u200b']",27.0,34.26,35.81,0.3262963,7.26,8.81,3,2019,False
3103,GHSI,2019-04-05,Guardion Health Sciences,['WallachBeth Capital'],4.0,3.8,3.68,-0.08,-0.2,-0.32,N/C,2019,True
3104,BRPM.U,2019-04-09,B. Riley Principal Merger ,['B. Riley FBR'],10.0,10.0,10.0,0.0,0.0,0.0,1,2019,False
3105,PD,2019-04-11,PagerDuty ,"['Morgan Stanley', 'J.P. Morgan Securities', 'RBC Capital Markets/Allen']",24.0,36.75,38.25,0.59375,12.75,14.25,3,2019,False
3106,TUFN,2019-04-11,Tufin Software Technologies ,"['J.P. Morgan', 'Barclays Capital', 'Jefferies']",14.0,18.05,19.1,0.3642857,4.05,5.1,3,2019,False
3107,JMIA,2019-04-12,Jumia ,"['Morgan Stanley', 'Citigroup', 'Berenberg', 'RBC Capital Markets']",14.5,18.95,25.46,0.75586206,4.45,10.96,1,2019,False
3108,PLMR,2019-04-17,Palomar Holdings ,"['Barclays', 'J.P. Morgan', 'Keefe, Woods & Bruyette (A Stifel Company)']",15.0,18.5,18.99,0.266,3.5,3.99,2,2019,False
3109,TPTX,2019-04-17,Turning Point Therapeutics ,"['Goldman Sachs', 'SVB Leerink', 'Wells Fargo Securities']",18.0,24.25,28.9,0.60555553,6.25,10.9,2,2019,False
3110,MNRL,2019-04-18,Brigham Minerals ,"['Credit Suiss', 'Goldman Sachs', 'Barclays', 'RBC Capital Markets', 'UBS Investment Bank', 'Wells Fargo Securities']",18.0,20.0,19.92,0.10666667,2.0,1.92,2,2019,False
3111,GNLN,2019-04-18,Greenlane Holdings ,['Cowen/Canaccord Genuity'],17.0,29.0,21.1,0.24117647,12.0,2.0,2,2019,False
3112,HOOK,2019-04-18,HOOKIPA Pharma ,"['BofA Merrill Lynch', 'SVB Leerink', 'RBC Capital Markets']",14.0,14.3,14.0,0.0,0.3,0.0,2,2019,False
3113,PINS,2019-04-18,Pinterest ,"['Goldman Sachs', 'J.P. Morgan', 'Allen & Company']",19.0,23.5,24.4,0.28421053,4.5,5.4,4,2019,False
3114,ZM,2019-04-18,Zoom Video Communications ,"['Morgan Stanley', 'J. P. Morgan', 'Goldman Sachs', 'Credit Suisse']",36.0,65.0,62.0,0.7222222,29.0,26.0,4,2019,False
3115,ACTTU,2019-04-26,Act II Global Acquisition ,['Cantor'],10.0,10.1,10.1,0.01,0.1,0.1,1,2019,False
3116,BYND,2019-05-02,Beyond Meat ,"['Goldman Sachs', 'J.P. Morgan', 'Credit Suisse']",25.0,46.0,65.75,1.63,21.0,40.75,3,2019,False
3117,SY,2019-05-02,So-Young International ,"['Deutsche Bank Securities', 'CICC']",13.8,16.5,18.2,0.3188406,2.7,4.4,2,2019,False
3118,TMDX,2019-05-02,TransMedics Group ,"['Morgan Stanley', 'J.P. Morgan']",16.0,20.255,22.36,0.3975,4.255,6.36,2,2019,False
3119,RRBI,2019-05-03,Red River Bancshares ,"['FIG Partners', 'Stephens']",45.0,55.0,50.25,0.11666667,10.0,5.25,2,2019,False
3120,SCPL,2019-05-03,SciPlay,"['BofA Merrill Lynch', 'J.P. Morgan', 'Deutsche Bank Securities']",16.0,18.0,15.25,-0.046875,2.0,-0.75,2,2019,True
3121,YJ,2019-05-03,Yunji ,"['Morgan Stanley', 'Credit Suisse', 'J.P. Morgan', 'CICC']",11.0,13.42,14.15,0.28636363,2.42,3.15,1,2019,False
3122,LCAHU,2019-05-07,Landcadia Holdings II ,['Jefferies'],10.0,10.05,10.03,0.003,0.05,0.03,1,2019,False
3123,TRVI,2019-05-07,Trevi Therapeutics ,"['SVB Leerink/Stifel', 'BMO Capital Markets']",10.0,9.5,7.89,-0.211,-0.5,-2.11,1,2019,True
3124,PSN,2019-05-08,Parsons ,"['Goldman Sachs', 'BofA Merrill Lynch', 'Morgan Stanley']",27.0,30.65,30.07,0.113703705,3.65,3.07,2,2019,False
3125,AXLA,2019-05-09,Axcella Health ,"['Goldman Sachs', 'J.P. Morgan', 'SVB Leerink']",20.0,15.12,13.8,-0.31,-4.88,-6.2,2,2019,True
3126,CRTX,2019-05-09,Cortexyme ,"['BofA Merrill Lynch', 'Credit Suisse']",17.0,20.0,32.89,0.93470585,3.0,15.89,1,2019,False
3127,HHR,2019-05-09,HeadHunter Group PLC ,"['Morgan Stanley', 'Goldman Sachs', 'Credit Suisse', 'VTB Capital']",13.0,14.66,15.75,0.21153846,1.66,2.75,2,2019,False
3128,MEC,2019-05-09,Mayville Engineering ,"['Baird', 'Citigroup', 'Jefferies']",17.0,17.0,16.47,-0.03117647,0.0,-0.53,1,2019,True
3129,MIST,2019-05-09,Milestone Pharmaceuticals ,"['Jefferies', 'Cowen', 'Piper Jaffray']",15.0,15.61,16.37,0.09133333,0.61,1.37,2,2019,False
3130,NXTC,2019-05-09,NextCure,"['Morgan Stanley', 'BofAMerrill Lynch, Pierce', 'Piper Jaffray']",15.0,15.5,19.9,0.32666665,0.5,4.9,2,2019,False
3131,SPFI,2019-05-09,South Plains Financial ,"['Keefe, Bruyette & Woods (A Stifel Company)', 'Sandler O’Neill + Partners']",17.5,17.75,17.71,0.012,0.25,0.21,2,2019,False
3132,DEACU,2019-05-10,Diamond Eagle Acquisition ,"['Deutsche Bank Securities', 'Goldman Sachs']",10.0,10.05,10.03,0.003,0.05,0.03,1,2019,False
3133,HSACU,2019-05-10,Health Sciences Acquisitions ,"['Chardan', 'UBS Investment Bank']",10.0,10.2,10.26,0.026,0.2,0.26,1,2019,False
3134,JFIN,2019-05-10,Jiayin Group ,"['Roth Capital Partners', 'Shenwan Hongyuan Securities']",10.5,11.0,16.15,0.53809524,0.5,5.65,1,2019,False
3135,SONM,2019-05-10,Sonim Technologies ,"['Oppenheimer', 'Lake Street']",11.0,11.7,10.99,-0.0009090909,0.7,-0.01,1,2019,True
3136,UBER,2019-05-10,Uber Technologies ,"['Morgan Stanley', 'Goldman Sachs', 'BofA Merrill Lynch', 'Barclays', 'Citigroup', 'Allen & Company']",45.0,42.0,41.57,-0.07622222,-3.0,-3.43,3,2019,True
3137,AGBAU,2019-05-14,AGBA Acquisition ,['Maxim Group LLC'],10.0,10.04,10.01,0.001,0.04,0.01,1,2019,False
3138,APLT,2019-05-14,Applied Therapeutics ,"['Citigroup', 'Cowen', 'UBS Investment Bank']",10.0,8.04,9.4,-0.06,-1.96,-0.6,1,2019,True
3139,PSTL,2019-05-15,Postal Realty Trust ,"['Stifel', 'Janney Montgomery Scott', 'BMO Capital Markets', 'Height Capital Markets']",17.0,17.0,17.0,0.0,0.0,0.0,1,2019,False
3140,AVTR,2019-05-17,Avantor ,"['Goldman Sachs', 'J.P. Morgan']",14.0,14.72,14.5,0.035714287,0.72,0.5,1,2019,False
3141,FSLY,2019-05-17,Fastly ,"['BofA Merrill Lynch', 'Credit Suisse', 'Citigroup']",16.0,21.5,23.99,0.499375,5.5,7.99,3,2019,False
3142,LK,2019-05-17,Luckin Coffee ,"['Credit Suisse', 'Morgan Stanley', 'CICC', 'Haitong Internationa']",17.0,25.0,20.38,0.19882353,8.0,3.38,3,2019,False
3143,GXGXU,2019-05-21,GX Acquisition ,['Cantor'],10.0,10.07,10.06,0.006,0.07,0.06,1,2019,False
3144,BCYC,2019-05-23,Bicycle Therapeutics Limited ,"['Goldman Sachs', 'Jefferies', 'Piper Jaffray']",14.0,13.37,12.0,-0.14285715,-0.63,-2.0,2,2019,True
3145,IDYA,2019-05-23,IDEAYA Biosciences ,"['J.P. Morgan', 'Citigroup', 'Jefferies']",10.0,14.0,11.19,0.119,4.0,1.19,2,2019,False
3146,RTLR,2019-05-23,Rattler Midstream Partners,"['Credit Suisse', 'BofA Merrill Lynch', 'J.P. Morgan']",17.5,18.06,18.9,0.08,0.56,1.4,2,2019,False
3147,PAACU,2019-05-30,Proficient Alpha Acquisition ,['I-Bankers Securities'],10.0,10.06,10.04,0.004,0.06,0.04,1,2019,False
3148,GIX.U,2019-06-06,GigCapital2 ,"['EarlyBirdCapital', 'Northland Capital Markets']",10.0,10.01,10.02,0.002,0.01,0.02,1,2019,False
3149,GSX,2019-06-06,GSX Techedu ,"['Credit Suisse', 'Deutsche Bank Securities']",10.5,12.1,10.48,-0.0019047619,1.6,-0.02,1,2019,True
3150,HYACU,2019-06-07,Haymaker Acquisition Corp. II ,['Cantor'],10.0,10.1,10.1,0.01,0.1,0.1,1,2019,False
3151,RVLV,2019-06-07,Revolve Group ,"['Morgan Stanley', 'Credit Suisse', 'BofA Merrill Lynch']",18.0,25.16,34.0,0.8888889,7.16,16.0,3,2019,False
3152,CRWD,2019-06-12,CrowdStrike Holdings ,"['Goldman Sachs', 'J.P. Morgan', 'BofA Merrill Lynch', 'Barclays']",34.0,63.3,58.0,0.7058824,29.3,24.0,4,2019,False
3153,MWK,2019-06-12,Mohawk Group Holdings ,"['Roth Capital Partners', 'A.G.P.']",10.0,10.0,10.0,0.0,0.0,0.0,1,2019,False
