Issuer Ticker,Issuer Name,Announced Date,Pricing Date,Industry Sector,Sales - 1 Yr Growth,Profit Margin,Return on Assets,Offer Size (M),Shares Outstanding (M),Market Cap at Offer (M)
FMAC/U,FirstMark Horizon Acquisition,9/18/2020,10/5/2020,Diversified,,,,414,41.4,414
PACE/U,Nerdy,9/4/2020,10/6/2020,Communications,35.3,-19.4,-9.7,450,45,0
MAACU,Montes Archimedes Acquisition,9/15/2020,10/6/2020,Diversified,,,,410.718,41.0718,410.718
NGACU,Xos,9/18/2020,10/6/2020,"Consumer, Cyclical",,463.5,5.3,375,37.5,375
TPGY/U,TPG Pace Beneficial Finance Co,9/4/2020,10/6/2020,Diversified,,101.9,24,350,35,350
EMPW/U,Holley,9/18/2019,10/7/2020,"Consumer, Cyclical",37.4,-3.9,1.2,250,25,250
AZYO,Aziyo Biologics,9/14/2020,10/7/2020,"Consumer, Non-cyclical",11,-52.4,-57,50.0004,7.827,133.059
IPOF/U,Social Capital Hedosophia Hold,9/18/2020,10/8/2020,Diversified,,,5.3,1150,115,1150
IPOE/U,SoFi Technologies,9/18/2020,10/8/2020,Financial,44.8,-44.4,-3.2,805,80.5,805
LCYAU,Hillman Solutions,9/17/2020,10/8/2020,Industrial,,-2.6,-1.2,500,50,500
IPOD/U,Social Capital Hedosophia Hold,9/18/2020,10/8/2020,Diversified,,,6.8,460,46,460
KRON,Kronos Bio,9/18/2020,10/8/2020,"Consumer, Non-cyclical",,,-40.6,287.5,56.1708,1067.25
STTK,Shattuck Labs,9/18/2020,10/8/2020,"Consumer, Non-cyclical",202.1,-149.8,-21.3,232.302,41.7443,709.653
SPRB,Spruce Biosciences,9/18/2020,10/8/2020,"Consumer, Non-cyclical",,,-35.7,103.5,22.1636,332.454
REVBU,Revelation Biosciences,7/29/2020,10/8/2020,"Consumer, Non-cyclical",,,-0.3,72.782,7.7782,77.782
EBC,Eastern Bankshares,6/18/2020,10/9/2020,Financial,6.1,24.8,0.9,1792.88,0,0
INTZ,Intrusion,8/25/2020,10/9/2020,Technology,9.9,-258.3,-109.7,28.52,17.3943,139.154
CDAK,Codiak Biosciences,9/9/2020,10/13/2020,"Consumer, Non-cyclical",686.7,-162,-12.8,82.5,18.5942,278.913
ARRY,Array Technologies,9/22/2020,10/14/2020,Energy,-2.2,-5.9,-0.9,1201.75,126.994,2793.87
MOTNU,DocGo,9/25/2020,10/14/2020,"Consumer, Non-cyclical",,7.4,7.6,115,13,130
FVAM,5:01 Acquisition,9/25/2020,10/14/2020,Diversified,,,-1.2,82.563,10.6163,103.6
PRAX,Praxis Precision Medicines,9/25/2020,10/15/2020,"Consumer, Non-cyclical",,,-86.9,218.5,38.2497,726.744
TMTSU,Spartacus Acquisition,9/28/2020,10/15/2020,Technology,,,,200,20,200
EAR,Eargo,9/25/2020,10/15/2020,"Consumer, Non-cyclical",-53.5,-491.1,-100.3,162.535,36.3213,653.783
ALGS,Aligos Therapeutics,9/25/2020,10/15/2020,"Consumer, Non-cyclical",,-2944,-52.3,150,33.7978,506.967
TARS,Tarsus Pharmaceuticals,9/25/2020,10/15/2020,"Consumer, Non-cyclical",,-24.2,-29.6,101.2,20.084,321.344
TMPMU,Turmeric Acquisition,9/28/2020,10/15/2020,Diversified,,,1.5,97.75,10.165,101.65
KRBP,Kiromic BioPharma,5/11/2020,10/15/2020,"Consumer, Non-cyclical",,,-250.8,15,7.333,87.996
HZON/U,Horizon Acquisition II,9/29/2020,10/19/2020,Diversified,,,4.5,525,52.5,525
DCRBU,Hyzon Motors,9/22/2020,10/19/2020,"Consumer, Cyclical",,-228.9,-3.6,225.725,22.5725,225.725
MSP,Datto Holding,9/29/2020,10/20/2020,Technology,19.2,8.3,2.2,683.1,160.849,4342.92
SPNV/U,Offerpad Solutions,9/25/2020,10/20/2020,Financial,,0.3,,402.5,40.25,402.5
HIGA/U,HIG Acquisition,9/28/2020,10/20/2020,Diversified,,,2.2,363.945,36.3945,363.945
LFTRU,Lefteris Acquisition,10/2/2020,10/20/2020,Diversified,,,4.1,207.099,23.2099,225
SRSAU,Sarissa Capital Acquisition Co,9/30/2020,10/20/2020,Diversified,,,6.3,200,20,200
GWACU,Cipher Mining,8/25/2020,10/20/2020,"Consumer, Non-cyclical",,,,150,15.228,152.28
MLTX,MoonLake Immunotherapeutics,10/1/2020,10/20/2020,"Consumer, Non-cyclical",,,,115,14.4,144
MCFE,McAfee,9/28/2020,10/21/2020,Technology,23.2,44.2,19.1,740,163.072,3261.45
XPOA/U,DPCM Capital,10/2/2020,10/21/2020,Technology,,,,300,30,300
CTAC/U,Cerberus Telecom Acquisition C,10/2/2020,10/21/2020,Diversified,,,,265.25,32.425,309
TEKKU,Tekkorp Digital Acquisition Co,9/25/2020,10/21/2020,Diversified,,,12.5,250,25,0
RICE/U,Archaea Energy,10/6/2020,10/21/2020,Energy,,-6.6,-0.6,237.25,23.725,237.25
BLSA,BCLS Acquisition,10/2/2020,10/21/2020,Diversified,,,-0.5,143.75,17.95,179.5
YSAC/U,Sky Harbour Group,9/25/2020,10/21/2020,Financial,,,-4.1,135.989,16.0989,160.989
GHLD,Guild Holdings Co,10/1/2020,10/21/2020,Financial,-3,18,9.8,97.5,19.667,295.005
ATAC/U,Blue Owl Capital,10/7/2020,10/22/2020,Financial,,-45.6,-8.8,275,27.5,250
2079474D,Playstudios,10/5/2020,10/22/2020,Technology,,3.7,3.8,215.25,21.525,200
FHTX,Foghorn Therapeutics,10/2/2020,10/22/2020,"Consumer, Non-cyclical",206.7,-7681.5,-32.9,135.229,36.6466,586.346
EUCRU,Eucrates Biomedical Acquisitio,10/6/2020,10/23/2020,Diversified,,,2.8,104.796,13.3296,128.5
LUXAU,Lux Health Tech Acquisition Co,10/9/2020,10/26/2020,Diversified,,,7.8,345,34.5,345
9930825D,Ajax I,10/9/2020,10/27/2020,Diversified,,,,804.991,80.4991,804.991
ROOT,Root/OH,10/5/2020,10/27/2020,Financial,-0.4,-150.8,-33.8,724.432,59.9428,1618.46
BOAC/U,Bluescape Opportunities Acquis,9/2/2020,10/27/2020,Diversified,,,8.3,607.5,60.75,575
ACIC/U,Archer Aviation,10/2/2020,10/27/2020,Industrial,,,-54.7,500,50,500
MAX,MediaAlpha,10/5/2020,10/27/2020,Communications,10.3,-0.8,-12.7,202.113,33.2056,630.906
GATO,Gatos Silver,10/1/2020,10/27/2020,Basic Materials,,-22.8,-0.082728,172.512,59.1831,414.282
MACUU,Mallard Acquisition,9/21/2020,10/27/2020,Diversified,,,,110,11,110
LESL,Leslie's,10/7/2020,10/28/2020,"Consumer, Cyclical",20.7,9.4,13.7,782,186.606,3172.31
BDSX,Biodesix,10/2/2020,10/28/2020,"Consumer, Non-cyclical",19.6,-79.1,-63.5,72,26.2541,472.574
ALGM,Allegro MicroSystems,10/6/2020,10/29/2020,Technology,30,15.5,13.3,402.5,189.432,2652.05
AVIR,Atea Pharmaceuticals,10/9/2020,10/29/2020,"Consumer, Non-cyclical",622.4,34.4,1.9,345,82.6169,1982.81
NBA/U,Airspan Networks Holdings,9/21/2020,10/29/2020,Communications,,-39.7,-45,115,12,105
SQZ,SQZ Biotechnologies Co,10/9/2020,10/29/2020,"Consumer, Non-cyclical",29,-253.6,-37,81.1776,24.634,383.555
BHSEU,Coeptis Therapeutics Holdings,9/21/2020,10/29/2020,"Consumer, Non-cyclical",,,19.9,75,0,0
CONXU,Conx,10/1/2020,10/30/2020,Diversified,,,2.5,750,75,750
DBDRU,CompoSecure,10/5/2020,11/6/2020,"Consumer, Non-cyclical",,31.1,45.2,231.56,23.156,231.56
TSIAU,Latch,10/23/2020,11/9/2020,Technology,129,-402.1,-48.1,300,30,0
ADOCU,Edoc Acquisition,9/15/2020,11/9/2020,Diversified,,,-0.9,90,0,0
STIC/U,BARK,9/29/2020,11/10/2020,Communications,34,-13.4,-13,254.35,25.435,250
NOACU,Natural Order Acquisition,10/13/2020,11/10/2020,Diversified,,,0.5,230,23,230
HAACU,Health Assurance Acquisition C,10/26/2020,11/12/2020,Diversified,,,8.8,525,52.5,500
DMYI/U,IonQ,10/16/2020,11/12/2020,Technology,,-5058.8,-22.4,300,27.5,0
CFACU,AEye,10/7/2020,11/12/2020,Industrial,,-2161.9,-31.1,230,23.5,235
BWACU,Better World Acquisition,10/7/2020,11/12/2020,Diversified,,,3.9,126.186,12.6186,126.186
CVT,Cvent Holding,10/30/2020,11/16/2020,Technology,,-16.5,-6.8,276,34.28,342.8
ZNTEU,Eve Holding,10/22/2020,11/16/2020,Industrial,,,6.1,230,23,230
PIPP/U,Pine Island Acquisition,9/23/2020,11/16/2020,Diversified,,,4.2,218.388,21.8388,218.388
OTRAU,OTR Acquisition,8/18/2020,11/17/2020,Diversified,,,,104.474,10.4474,100
OLMA,Olema Pharmaceuticals,10/30/2020,11/18/2020,"Consumer, Non-cyclical",,,-33.2,240.35,39.1697,744.224
RTPZ/U,Hippo Holdings,11/2/2020,11/18/2020,Financial,,-407.2,-39.6,230,23,230
LNFA/U,ZeroFox Holdings,10/15/2020,11/18/2020,Technology,,,,172.5,17.25,150
PHICU,Population Health Investment C,10/30/2020,11/18/2020,Diversified,,,5,172.5,17.25,172.5
JYAC,Jiya Acquisition,11/2/2020,11/18/2020,Diversified,,,-1.6,103.52,13.352,133.52
CHFW/U,Surrozen,10/9/2020,11/18/2020,"Consumer, Non-cyclical",,,-47.3,92,9.2,92
MRVI,Maravai LifeSciences Holdings,10/29/2020,11/19/2020,"Consumer, Non-cyclical",181.3,22.7,11.5,1863,90.3798,2440.25
SHC,Sotera Health Co,10/23/2020,11/19/2020,"Consumer, Non-cyclical",13.8,12.5,4.4,1232.57,284.422,6541.71
TLS,Telos,10/6/2020,11/19/2020,Technology,34.7,-17.7,-15.8,292.641,62.0853,1055.45
CAS/U,Cascade Acquisition,10/7/2020,11/19/2020,Diversified,,,,230,23,230
ARBGU,Aequi Acquisition,10/6/2020,11/19/2020,Diversified,,,2.7,230,23,230
OCA/U,Omnichannel Acquisition,10/27/2020,11/19/2020,Diversified,,,3.3,206.5,20.65,206.5
KWACU,Kingswood Acquisition,10/13/2020,11/19/2020,Diversified,,,-0.3,115,11.58,115.8
SNCE,Science 37 Holdings,10/14/2020,11/20/2020,"Consumer, Non-cyclical",,-158.2,-28,80.09,9.884,98.84
SVSVU,NuScale Power,9/25/2020,11/23/2020,Industrial,,,1.3,230,23,230
GNPK/U,Redwire,9/25/2020,11/23/2020,Industrial,,-44.7,-28.6,163.776,16.3776,163.776
BREZU,Breeze Holdings Acquisition Co,10/26/2020,11/23/2020,Diversified,,,7.3,115,11.5,115
SPRQ/U,Sunlight Financial Holdings In,10/9/2020,11/24/2020,Financial,,-133.7,-22.7,345,34.5,345
FRX/U,Beachbody Co/The,10/8/2020,11/24/2020,"Consumer, Non-cyclical",,-26.1,-48.6,300,30,300
VCVCU,10X Capital Venture Acquisitio,9/25/2020,11/24/2020,Diversified,,,,201.25,20.125,201.25
AEI,Alset,12/23/2019,11/24/2020,Financial,21.9,-521.8,-71.8,15.12,8.56,59.92
SDHY,PGIM Short Duration High Yield,5/22/2020,11/25/2020,Financial,,,,475,0,0
SGAMU,Redbox Entertainment,10/13/2020,11/30/2020,"Consumer, Non-cyclical",,-39,-56.3,143.75,14.375,143.75
TACA/U,Trepont Acquisition I,11/16/2020,12/1/2020,Diversified,,,4,230,23,230
POWW,AMMO,9/15/2020,12/1/2020,Industrial,284.5,13.8,6.7,20.6827,60.4412,126.927
FPAC/U,Far Peak Acquisition,11/16/2020,12/2/2020,Diversified,,,,600,60,600
SPFR/U,Velo3D,11/17/2020,12/2/2020,Technology,,-390.2,-6,345,34.5,345
CAP/U,Doma Holdings,11/4/2020,12/2/2020,Financial,,-20.2,-49.8,345,34.5,345
HTPA/U,Highland Transcend Partners I,11/16/2020,12/2/2020,Diversified,,,-7.8,300,30,275
KNTE,Kinnate Biopharma,11/13/2020,12/2/2020,"Consumer, Non-cyclical",,,-28.7,276,42.8272,820.544
LOKB/U,Navitas Semiconductor,11/4/2020,12/2/2020,Technology,100.3,-643.2,-0.7,253,25.3,220
RSVAU,Enovix,11/12/2020,12/2/2020,Industrial,,,-28.3,230,23,230
SPRY,ARS Pharmaceuticals,11/10/2020,12/3/2020,"Consumer, Non-cyclical",,,-27.3,277.725,33.2917,662.901
FTCVU,Fintech Acquisition V,10/23/2020,12/3/2020,Diversified,,,6.3,250,25.64,256.4
PTICU,PropTech Investment II,10/14/2020,12/3/2020,Diversified,,,-0.7,230,23,230
SEER,Seer,11/12/2020,12/3/2020,"Consumer, Non-cyclical",908.6,-1075.5,-16,201.25,53.8631,1023.4
SGTX,Sigilon Therapeutics,11/13/2020,12/3/2020,"Consumer, Non-cyclical",-28.2,-805.4,-41.8,144.9,31.2403,562.325
ONDS,Ondas Holdings,10/26/2020,12/3/2020,Communications,34.3,-516.8,-34,34.5,26.5255,159.153
MUDSU,Mudrick Capital Acquisition Co,10/9/2020,12/7/2020,Diversified,,,-1.4,316.25,31.625,316.25
RAACU,Berkshire Grey,11/20/2020,12/7/2020,Industrial,,-301.6,-0.0898665,287.5,28.75,287.5
CND/U,Concord Acquisition,10/23/2020,12/7/2020,Diversified,,,-9.9,276,29.3,293
DASH,DoorDash,2/27/2020,12/8/2020,Communications,69.3,-9.5,-11,3366,286.343,29207
AI,C3.ai,11/13/2020,12/8/2020,Technology,37.9,-75.9,-19.4,748.65,95.1556,3996.54
ALTUU,Altitude Acquisition,9/25/2020,12/8/2020,Diversified,,1715.7,5,300,30,300
HMCOU,HumanCo Acquisition,11/20/2020,12/8/2020,Diversified,,,4.3,287.5,28.75,287.5
NEBCU,Rover Group,11/20/2020,12/8/2020,Communications,,-58.3,-17.9,275,27.5,275
PUBM,PubMatic,11/13/2020,12/8/2020,Technology,52.5,24.9,11.4,135.7,6.1941,118
PCPC/U,Periphas Capital Partnering Co,10/29/2020,12/9/2020,Diversified,,,2,414,16.56,414
CTAQU,Carney Technology Acquisition,10/9/2020,12/9/2020,Diversified,,,2.5,402.5,41.15,411.5
HYFM,Hydrofarm Holdings Group,11/12/2020,12/9/2020,Industrial,40.1,2.8,-33.7,199.334,33.021,660.42
FLACU,Frazier Lifesciences Acquisiti,11/20/2020,12/9/2020,Diversified,,,2,138,0,0
CYTH,Cyclo Therapeutics,9/29/2020,12/9/2020,"Consumer, Non-cyclical",75.5,-900.9,-98.7,14.375,4.5748,22.874
ABNB,Airbnb,11/16/2020,12/10/2020,Communications,77.3,-5.8,10.9,3830,103.683,7050.44
CERT,Certara,11/18/2020,12/10/2020,"Consumer, Non-cyclical",17.4,-4.6,-0.2,768.506,152.98,3518.53
SNRHU,Senior Connect Acquisition Cor,11/24/2020,12/10/2020,Diversified,,,1.3,414,41.4,414
MOTV/U,Forge Global Holdings,11/25/2020,12/10/2020,Financial,,,-19.5,414,41.4,414
CBAH/U,Altus Power,11/9/2020,12/10/2020,Utilities,,8.2,10.8,402.5,40.25,350
GHVIU,Matterport,10/5/2020,12/10/2020,Technology,29.4,-304,-84.5,345,34.5,345
RMGBU,RMG Acquisition II,10/6/2020,12/10/2020,Diversified,,,,345,0,300
FDMT,4D Molecular Therapeutics,11/17/2020,12/10/2020,"Consumer, Non-cyclical",32.5,-395.3,-36.4,222.18,26.4937,609.355
DWIN/U,FOXO Technologies,9/11/2020,12/10/2020,"Consumer, Non-cyclical",,,0.6,201.25,20.125,201.25
TVACU,Inspirato,10/8/2020,12/10/2020,Communications,,,-2.7,172.5,17.25,172.5
GLAQU,Globis Acquisition,11/24/2020,12/10/2020,Diversified,,,-2.8,115,11.5958,115.958
ROCCU,Reservoir Media,11/24/2020,12/10/2020,"Consumer, Cyclical",,12.1,,115,0,0
VVOS,Vivos Therapeutics,10/9/2020,12/10/2020,"Consumer, Non-cyclical",29.2,-120.1,-86.9,24.15,18.1917,109.15
MRACU,Enjoy Technology,11/27/2020,12/14/2020,Technology,,-272.3,-98.9,373.75,37.375,325
ATA/U,AMERICAS TECHNOLOGY ACQUISITIO,11/20/2020,12/14/2020,Diversified,,,1.8,115,0,0
WISH,ContextLogic,11/20/2020,12/15/2020,Communications,-17.9,-17.3,-19.5,1104,477.558,11474.9
CCV/U,Churchill Capital V,9/22/2020,12/15/2020,Diversified,,,0.4,500,50,500
UPST,Upstart Holdings,11/5/2020,12/15/2020,Financial,263.5,15.9,0.3,276.362,72.4609,1449.22
KINZU,KINS Technology Group,9/30/2020,12/15/2020,Diversified,,,15.7,276,27.6,276
BCAB,BioAtla,11/13/2020,12/15/2020,"Consumer, Non-cyclical",-41.7,-38160.8,-43.8,217.35,31.0716,559.289
BLUWU,Clarus Therapeutics Holdings I,9/3/2020,12/15/2020,"Consumer, Non-cyclical",,-291,-73,57.5,5.75,57.5
COOLU,Corner Growth Acquisition,11/30/2020,12/16/2020,Diversified,,,5.7,400,40,400
VIRI,Virios Therapeutics,8/28/2020,12/16/2020,"Consumer, Non-cyclical",,,N/A,34.5,8.2825,82.825
GFX/U,Golden Falcon Acquisition,12/1/2020,12/17/2020,Diversified,,,5.5,345,34.5,345
SVOKU,Boxed,12/1/2020,12/17/2020,"Consumer, Non-cyclical",,-39,-45.2,258.75,25.875,258.75
MTACU,MedTech Acquisition/NY,11/30/2020,12/17/2020,Diversified,,,1.9,250,25,250
IIIIU,INSU Acquisition III,11/13/2020,12/17/2020,Diversified,,,1.6,250,25.575,255.75
DUNEU,Dune Acquisition,9/10/2020,12/17/2020,Diversified,,,3.2,172.5,17.25,172.5
